Prefix¤Property¤Index¤Value
wd:P1005¤skos:prefLabel¤1¤"""Portuguese National Library author ID""@en"
wd:P1006¤a¤1¤wikibase:Property
wd:P1006¤rdfs:label¤1¤"""Nationale Thesaurus voor Auteursnamen ID""@en"
wd:P1006¤schema1:description¤1¤"""identifier for person names (not: works nor organisations) from the Dutch National Thesaurus for Author names (which also contains non-authors)""@en"
wd:P1006¤schema1:name¤1¤"""Nationale Thesaurus voor Auteursnamen ID""@en"
wd:P1006¤wikibase:claim¤1¤p:P1006
wd:P1006¤wikibase:directClaim¤1¤wdt:P1006
wd:P1006¤wikibase:directClaimNormalized¤1¤wdtn:P1006
wd:P1006¤wikibase:novalue¤1¤wdno:P1006
wd:P1006¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P1006¤wikibase:qualifier¤1¤pq:P1006
wd:P1006¤wikibase:qualifierValue¤1¤pqv:P1006
wd:P1006¤wikibase:qualifierValueNormalized¤1¤pqn:P1006
wd:P1006¤wikibase:reference¤1¤pr:P1006
wd:P1006¤wikibase:referenceValue¤1¤prv:P1006
wd:P1006¤wikibase:referenceValueNormalized¤1¤prn:P1006
wd:P1006¤wikibase:statementProperty¤1¤ps:P1006
wd:P1006¤wikibase:statementValue¤1¤psv:P1006
wd:P1006¤wikibase:statementValueNormalized¤1¤psn:P1006
wd:P1006¤skos:prefLabel¤1¤"""Nationale Thesaurus voor Auteursnamen ID""@en"
wd:P10069¤a¤1¤wikibase:Property
wd:P10069¤rdfs:label¤1¤"""Tabakalera ID""@en"
wd:P10069¤schema1:description¤1¤"""identifier for an authority in the catalogue of Tabakalera, contemporary culture centre in Donostia""@en"
wd:P10069¤schema1:name¤1¤"""Tabakalera ID""@en"
wd:P10069¤wikibase:claim¤1¤p:P10069
wd:P10069¤wikibase:directClaim¤1¤wdt:P10069
wd:P10069¤wikibase:directClaimNormalized¤1¤wdtn:P10069
wd:P10069¤wikibase:novalue¤1¤wdno:P10069
wd:P10069¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10069¤wikibase:qualifier¤1¤pq:P10069
wd:P10069¤wikibase:qualifierValue¤1¤pqv:P10069
wd:P10069¤wikibase:qualifierValueNormalized¤1¤pqn:P10069
wd:P10069¤wikibase:reference¤1¤pr:P10069
wd:P10069¤wikibase:referenceValue¤1¤prv:P10069
wd:P10069¤wikibase:referenceValueNormalized¤1¤prn:P10069
wd:P10069¤wikibase:statementProperty¤1¤ps:P10069
wd:P10069¤wikibase:statementValue¤1¤psv:P10069
wd:P10069¤wikibase:statementValueNormalized¤1¤psn:P10069
wd:P10069¤skos:prefLabel¤1¤"""Tabakalera ID""@en"
wd:P101¤a¤1¤wikibase:Property
wd:P101¤rdfs:label¤1¤"""field of work""@en"
wd:P101¤schema1:description¤1¤"""specialization of a person or organization; see P106 for the occupation""@en"
wd:P101¤schema1:name¤1¤"""field of work""@en"
wd:P101¤wikibase:claim¤1¤p:P101
wd:P101¤wikibase:directClaim¤1¤wdt:P101
wd:P101¤wikibase:novalue¤1¤wdno:P101
wd:P101¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P101¤wikibase:qualifier¤1¤pq:P101
wd:P101¤wikibase:qualifierValue¤1¤pqv:P101
wd:P101¤wikibase:reference¤1¤pr:P101
wd:P101¤wikibase:referenceValue¤1¤prv:P101
wd:P101¤wikibase:statementProperty¤1¤ps:P101
wd:P101¤wikibase:statementValue¤1¤psv:P101
wd:P101¤skos:prefLabel¤1¤"""field of work""@en"
wd:P10141¤a¤1¤wikibase:Property
wd:P10141¤rdfs:label¤1¤"""Academy of Athens authority ID""@en"
wd:P10141¤schema1:description¤1¤"""identifier for an authority in the catalogue of the Academy of Athens Library""@en"
wd:P10141¤schema1:name¤1¤"""Academy of Athens authority ID""@en"
wd:P10141¤wikibase:claim¤1¤p:P10141
wd:P10141¤wikibase:directClaim¤1¤wdt:P10141
wd:P10141¤wikibase:directClaimNormalized¤1¤wdtn:P10141
wd:P10141¤wikibase:novalue¤1¤wdno:P10141
wd:P10141¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10141¤wikibase:qualifier¤1¤pq:P10141
wd:P10141¤wikibase:qualifierValue¤1¤pqv:P10141
wd:P10141¤wikibase:qualifierValueNormalized¤1¤pqn:P10141
wd:P10141¤wikibase:reference¤1¤pr:P10141
wd:P10141¤wikibase:referenceValue¤1¤prv:P10141
wd:P10141¤wikibase:referenceValueNormalized¤1¤prn:P10141
wd:P10141¤wikibase:statementProperty¤1¤ps:P10141
wd:P10141¤wikibase:statementValue¤1¤psv:P10141
wd:P10141¤wikibase:statementValueNormalized¤1¤psn:P10141
wd:P10141¤skos:prefLabel¤1¤"""Academy of Athens authority ID""@en"
wd:P1015¤a¤1¤wikibase:Property
wd:P1015¤rdfs:label¤1¤"""NORAF ID""@en"
wd:P1015¤schema1:description¤1¤"""identifier in the Norwegian Authority File, formerly Bibsys Authority File""@en"
wd:P1015¤schema1:name¤1¤"""NORAF ID""@en"
wd:P1015¤wikibase:claim¤1¤p:P1015
wd:P1015¤wikibase:directClaim¤1¤wdt:P1015
wd:P1015¤wikibase:directClaimNormalized¤1¤wdtn:P1015
wd:P1015¤wikibase:novalue¤1¤wdno:P1015
wd:P1015¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P1015¤wikibase:qualifier¤1¤pq:P1015
wd:P1015¤wikibase:qualifierValue¤1¤pqv:P1015
wd:P1015¤wikibase:qualifierValueNormalized¤1¤pqn:P1015
wd:P1015¤wikibase:reference¤1¤pr:P1015
wd:P1015¤wikibase:referenceValue¤1¤prv:P1015
wd:P1015¤wikibase:referenceValueNormalized¤1¤prn:P1015
wd:P1015¤wikibase:statementProperty¤1¤ps:P1015
wd:P1015¤wikibase:statementValue¤1¤psv:P1015
wd:P1015¤wikibase:statementValueNormalized¤1¤psn:P1015
wd:P1015¤skos:prefLabel¤1¤"""NORAF ID""@en"
wd:P1017¤a¤1¤wikibase:Property
wd:P1017¤rdfs:label¤1¤"""Vatican Library ID (former scheme)""@en"
wd:P1017¤schema1:description¤1¤"""historical identifier for authority control used at the Vatican Library. Format: \""ADV\"" + 8 digits. Use P8034 for newer IDs.""@en"
wd:P1017¤schema1:name¤1¤"""Vatican Library ID (former scheme)""@en"
wd:P1017¤wikibase:claim¤1¤p:P1017
wd:P1017¤wikibase:directClaim¤1¤wdt:P1017
wd:P1017¤wikibase:directClaimNormalized¤1¤wdtn:P1017
wd:P1017¤wikibase:novalue¤1¤wdno:P1017
wd:P1017¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P1017¤wikibase:qualifier¤1¤pq:P1017
wd:P1017¤wikibase:qualifierValue¤1¤pqv:P1017
wd:P1017¤wikibase:qualifierValueNormalized¤1¤pqn:P1017
wd:P1017¤wikibase:reference¤1¤pr:P1017
wd:P1017¤wikibase:referenceValue¤1¤prv:P1017
wd:P1017¤wikibase:referenceValueNormalized¤1¤prn:P1017
wd:P1017¤wikibase:statementProperty¤1¤ps:P1017
wd:P1017¤wikibase:statementValue¤1¤psv:P1017
wd:P1017¤wikibase:statementValueNormalized¤1¤psn:P1017
wd:P1017¤skos:prefLabel¤1¤"""Vatican Library ID (former scheme)""@en"
wd:P102¤a¤1¤wikibase:Property
wd:P102¤rdfs:label¤1¤"""member of political party""@en"
wd:P102¤schema1:description¤1¤"""the political party of which a person is or has been a member or otherwise affiliated""@en"
wd:P102¤schema1:name¤1¤"""member of political party""@en"
wd:P102¤wikibase:claim¤1¤p:P102
wd:P102¤wikibase:directClaim¤1¤wdt:P102
wd:P102¤wikibase:novalue¤1¤wdno:P102
wd:P102¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P102¤wikibase:qualifier¤1¤pq:P102
wd:P102¤wikibase:qualifierValue¤1¤pqv:P102
wd:P102¤wikibase:reference¤1¤pr:P102
wd:P102¤wikibase:referenceValue¤1¤prv:P102
wd:P102¤wikibase:statementProperty¤1¤ps:P102
wd:P102¤wikibase:statementValue¤1¤psv:P102
wd:P102¤skos:prefLabel¤1¤"""member of political party""@en"
wd:P10227¤a¤1¤wikibase:Property
wd:P10227¤rdfs:label¤1¤"""National Library of Ireland ID""@en"
wd:P10227¤schema1:description¤1¤"""identifier of a National Library of Ireland authority record""@en"
wd:P10227¤schema1:name¤1¤"""National Library of Ireland ID""@en"
wd:P10227¤wikibase:claim¤1¤p:P10227
wd:P10227¤wikibase:directClaim¤1¤wdt:P10227
wd:P10227¤wikibase:directClaimNormalized¤1¤wdtn:P10227
wd:P10227¤wikibase:novalue¤1¤wdno:P10227
wd:P10227¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10227¤wikibase:qualifier¤1¤pq:P10227
wd:P10227¤wikibase:qualifierValue¤1¤pqv:P10227
wd:P10227¤wikibase:qualifierValueNormalized¤1¤pqn:P10227
wd:P10227¤wikibase:reference¤1¤pr:P10227
wd:P10227¤wikibase:referenceValue¤1¤prv:P10227
wd:P10227¤wikibase:referenceValueNormalized¤1¤prn:P10227
wd:P10227¤wikibase:statementProperty¤1¤ps:P10227
wd:P10227¤wikibase:statementValue¤1¤psv:P10227
wd:P10227¤wikibase:statementValueNormalized¤1¤psn:P10227
wd:P10227¤skos:prefLabel¤1¤"""National Library of Ireland ID""@en"
wd:P10234¤a¤1¤wikibase:Property
wd:P10234¤rdfs:label¤1¤"""Der Spiegel topic ID""@en"
wd:P10234¤schema1:description¤1¤"""identifier for topics in the German news portal \""Der Spiegel\""""@en"
wd:P10234¤schema1:name¤1¤"""Der Spiegel topic ID""@en"
wd:P10234¤wikibase:claim¤1¤p:P10234
wd:P10234¤wikibase:directClaim¤1¤wdt:P10234
wd:P10234¤wikibase:directClaimNormalized¤1¤wdtn:P10234
wd:P10234¤wikibase:novalue¤1¤wdno:P10234
wd:P10234¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10234¤wikibase:qualifier¤1¤pq:P10234
wd:P10234¤wikibase:qualifierValue¤1¤pqv:P10234
wd:P10234¤wikibase:qualifierValueNormalized¤1¤pqn:P10234
wd:P10234¤wikibase:reference¤1¤pr:P10234
wd:P10234¤wikibase:referenceValue¤1¤prv:P10234
wd:P10234¤wikibase:referenceValueNormalized¤1¤prn:P10234
wd:P10234¤wikibase:statementProperty¤1¤ps:P10234
wd:P10234¤wikibase:statementValue¤1¤psv:P10234
wd:P10234¤wikibase:statementValueNormalized¤1¤psn:P10234
wd:P10234¤skos:prefLabel¤1¤"""Der Spiegel topic ID""@en"
wd:P10242¤a¤1¤wikibase:Property
wd:P10242¤rdfs:label¤1¤"""Lur Encyclopedic Dictionary ID""@en"
wd:P10242¤schema1:description¤1¤"""identifier for an entry in the Lur Hiztegi Entziklopedikoa (Lur Encyclopedic Dictionary)""@en"
wd:P10242¤schema1:name¤1¤"""Lur Encyclopedic Dictionary ID""@en"
wd:P10242¤wikibase:claim¤1¤p:P10242
wd:P10242¤wikibase:directClaim¤1¤wdt:P10242
wd:P10242¤wikibase:directClaimNormalized¤1¤wdtn:P10242
wd:P10242¤wikibase:novalue¤1¤wdno:P10242
wd:P10242¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10242¤wikibase:qualifier¤1¤pq:P10242
wd:P10242¤wikibase:qualifierValue¤1¤pqv:P10242
wd:P10242¤wikibase:qualifierValueNormalized¤1¤pqn:P10242
wd:P10242¤wikibase:reference¤1¤pr:P10242
wd:P10242¤wikibase:referenceValue¤1¤prv:P10242
wd:P10242¤wikibase:referenceValueNormalized¤1¤prn:P10242
wd:P10242¤wikibase:statementProperty¤1¤ps:P10242
wd:P10242¤wikibase:statementValue¤1¤psv:P10242
wd:P10242¤wikibase:statementValueNormalized¤1¤psn:P10242
wd:P10242¤skos:prefLabel¤1¤"""Lur Encyclopedic Dictionary ID""@en"
wd:P1026¤a¤1¤wikibase:Property
wd:P1026¤rdfs:label¤1¤"""academic thesis""@en"
wd:P1026¤schema1:description¤1¤"""thesis or dissertation written for a degree""@en"
wd:P1026¤schema1:name¤1¤"""academic thesis""@en"
wd:P1026¤wikibase:claim¤1¤p:P1026
wd:P1026¤wikibase:directClaim¤1¤wdt:P1026
wd:P1026¤wikibase:novalue¤1¤wdno:P1026
wd:P1026¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P1026¤wikibase:qualifier¤1¤pq:P1026
wd:P1026¤wikibase:qualifierValue¤1¤pqv:P1026
wd:P1026¤wikibase:reference¤1¤pr:P1026
wd:P1026¤wikibase:referenceValue¤1¤prv:P1026
wd:P1026¤wikibase:statementProperty¤1¤ps:P1026
wd:P1026¤wikibase:statementValue¤1¤psv:P1026
wd:P1026¤skos:prefLabel¤1¤"""academic thesis""@en"
wd:P10297¤a¤1¤wikibase:Property
wd:P10297¤rdfs:label¤1¤"""Google Arts & Culture entity ID""@en"
wd:P10297¤schema1:description¤1¤"""identifier for a person, event, place, or other entity on the Google Arts & Culture website""@en"
wd:P10297¤schema1:name¤1¤"""Google Arts & Culture entity ID""@en"
wd:P10297¤wikibase:claim¤1¤p:P10297
wd:P10297¤wikibase:directClaim¤1¤wdt:P10297
wd:P10297¤wikibase:directClaimNormalized¤1¤wdtn:P10297
wd:P10297¤wikibase:novalue¤1¤wdno:P10297
wd:P10297¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10297¤wikibase:qualifier¤1¤pq:P10297
wd:P10297¤wikibase:qualifierValue¤1¤pqv:P10297
wd:P10297¤wikibase:qualifierValueNormalized¤1¤pqn:P10297
wd:P10297¤wikibase:reference¤1¤pr:P10297
wd:P10297¤wikibase:referenceValue¤1¤prv:P10297
wd:P10297¤wikibase:referenceValueNormalized¤1¤prn:P10297
wd:P10297¤wikibase:statementProperty¤1¤ps:P10297
wd:P10297¤wikibase:statementValue¤1¤psv:P10297
wd:P10297¤wikibase:statementValueNormalized¤1¤psn:P10297
wd:P10297¤skos:prefLabel¤1¤"""Google Arts & Culture entity ID""@en"
wd:P10299¤a¤1¤wikibase:Property
wd:P10299¤rdfs:label¤1¤"""Leopoldina member ID (new)""@en"
wd:P10299¤schema1:description¤1¤"""identifier for a Leopoldina member on the Leopoldina web site""@en"
wd:P10299¤schema1:name¤1¤"""Leopoldina member ID (new)""@en"
wd:P10299¤wikibase:claim¤1¤p:P10299
wd:P10299¤wikibase:directClaim¤1¤wdt:P10299
wd:P10299¤wikibase:directClaimNormalized¤1¤wdtn:P10299
wd:P10299¤wikibase:novalue¤1¤wdno:P10299
wd:P10299¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10299¤wikibase:qualifier¤1¤pq:P10299
wd:P10299¤wikibase:qualifierValue¤1¤pqv:P10299
wd:P10299¤wikibase:qualifierValueNormalized¤1¤pqn:P10299
wd:P10299¤wikibase:reference¤1¤pr:P10299
wd:P10299¤wikibase:referenceValue¤1¤prv:P10299
wd:P10299¤wikibase:referenceValueNormalized¤1¤prn:P10299
wd:P10299¤wikibase:statementProperty¤1¤ps:P10299
wd:P10299¤wikibase:statementValue¤1¤psv:P10299
wd:P10299¤wikibase:statementValueNormalized¤1¤psn:P10299
wd:P10299¤skos:prefLabel¤1¤"""Leopoldina member ID (new)""@en"
wd:P103¤a¤1¤wikibase:Property
wd:P103¤rdfs:label¤1¤"""native language""@en"
wd:P103¤schema1:description¤1¤"""language or languages a person has learned from early childhood""@en"
wd:P103¤schema1:name¤1¤"""native language""@en"
wd:P103¤wikibase:claim¤1¤p:P103
wd:P103¤wikibase:directClaim¤1¤wdt:P103
wd:P103¤wikibase:novalue¤1¤wdno:P103
wd:P103¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P103¤wikibase:qualifier¤1¤pq:P103
wd:P103¤wikibase:qualifierValue¤1¤pqv:P103
wd:P103¤wikibase:reference¤1¤pr:P103
wd:P103¤wikibase:referenceValue¤1¤prv:P103
wd:P103¤wikibase:statementProperty¤1¤ps:P103
wd:P103¤wikibase:statementValue¤1¤psv:P103
wd:P103¤skos:prefLabel¤1¤"""native language""@en"
wd:P10302¤a¤1¤wikibase:Property
wd:P10302¤rdfs:label¤1¤"""Film.ru person ID""@en"
wd:P10302¤schema1:description¤1¤"""identifier for people in the Russian film database on film.ru""@en"
wd:P10302¤schema1:name¤1¤"""Film.ru person ID""@en"
wd:P10302¤wikibase:claim¤1¤p:P10302
wd:P10302¤wikibase:directClaim¤1¤wdt:P10302
wd:P10302¤wikibase:directClaimNormalized¤1¤wdtn:P10302
wd:P10302¤wikibase:novalue¤1¤wdno:P10302
wd:P10302¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10302¤wikibase:qualifier¤1¤pq:P10302
wd:P10302¤wikibase:qualifierValue¤1¤pqv:P10302
wd:P10302¤wikibase:qualifierValueNormalized¤1¤pqn:P10302
wd:P10302¤wikibase:reference¤1¤pr:P10302
wd:P10302¤wikibase:referenceValue¤1¤prv:P10302
wd:P10302¤wikibase:referenceValueNormalized¤1¤prn:P10302
wd:P10302¤wikibase:statementProperty¤1¤ps:P10302
wd:P10302¤wikibase:statementValue¤1¤psv:P10302
wd:P10302¤wikibase:statementValueNormalized¤1¤psn:P10302
wd:P10302¤skos:prefLabel¤1¤"""Film.ru person ID""@en"
wd:P1038¤a¤1¤wikibase:Property
wd:P1038¤rdfs:label¤1¤"""relative""@en"
wd:P1038¤schema1:description¤1¤"""family member (qualify with \""kinship to subject\"", P1039; for direct family member please use specific property)""@en"
wd:P1038¤schema1:name¤1¤"""relative""@en"
wd:P1038¤wikibase:claim¤1¤p:P1038
wd:P1038¤wikibase:directClaim¤1¤wdt:P1038
wd:P1038¤wikibase:novalue¤1¤wdno:P1038
wd:P1038¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P1038¤wikibase:qualifier¤1¤pq:P1038
wd:P1038¤wikibase:qualifierValue¤1¤pqv:P1038
wd:P1038¤wikibase:reference¤1¤pr:P1038
wd:P1038¤wikibase:referenceValue¤1¤prv:P1038
wd:P1038¤wikibase:statementProperty¤1¤ps:P1038
wd:P1038¤wikibase:statementValue¤1¤psv:P1038
wd:P1038¤skos:prefLabel¤1¤"""relative""@en"
wd:P1039¤a¤1¤wikibase:Property
wd:P1039¤rdfs:label¤1¤"""kinship to subject""@en"
wd:P1039¤schema1:description¤1¤"""qualifier of \""relative\"" (P1038) to indicate less usual family relationships (ancestor, son-in-law, adoptions, etc). Indicate how the qualificator item is related to the main item.""@en"
wd:P1039¤schema1:name¤1¤"""kinship to subject""@en"
wd:P1039¤wikibase:claim¤1¤p:P1039
wd:P1039¤wikibase:directClaim¤1¤wdt:P1039
wd:P1039¤wikibase:novalue¤1¤wdno:P1039
wd:P1039¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P1039¤wikibase:qualifier¤1¤pq:P1039
wd:P1039¤wikibase:qualifierValue¤1¤pqv:P1039
wd:P1039¤wikibase:reference¤1¤pr:P1039
wd:P1039¤wikibase:referenceValue¤1¤prv:P1039
wd:P1039¤wikibase:statementProperty¤1¤ps:P1039
wd:P1039¤wikibase:statementValue¤1¤psv:P1039
wd:P1039¤skos:prefLabel¤1¤"""kinship to subject""@en"
wd:P1048¤a¤1¤wikibase:Property
wd:P1048¤rdfs:label¤1¤"""NCL ID""@en"
wd:P1048¤schema1:description¤1¤"""identifier for authority control issued by the National Central Library in Taiwan""@en"
wd:P1048¤schema1:name¤1¤"""NCL ID""@en"
wd:P1048¤wikibase:claim¤1¤p:P1048
wd:P1048¤wikibase:directClaim¤1¤wdt:P1048
wd:P1048¤wikibase:directClaimNormalized¤1¤wdtn:P1048
wd:P1048¤wikibase:novalue¤1¤wdno:P1048
wd:P1048¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P1048¤wikibase:qualifier¤1¤pq:P1048
wd:P1048¤wikibase:qualifierValue¤1¤pqv:P1048
wd:P1048¤wikibase:qualifierValueNormalized¤1¤pqn:P1048
wd:P1048¤wikibase:reference¤1¤pr:P1048
wd:P1048¤wikibase:referenceValue¤1¤prv:P1048
wd:P1048¤wikibase:referenceValueNormalized¤1¤prn:P1048
wd:P1048¤wikibase:statementProperty¤1¤ps:P1048
wd:P1048¤wikibase:statementValue¤1¤psv:P1048
wd:P1048¤wikibase:statementValueNormalized¤1¤psn:P1048
wd:P1048¤skos:prefLabel¤1¤"""NCL ID""@en"
wd:P1050¤a¤1¤wikibase:Property
wd:P1050¤rdfs:label¤1¤"""medical condition""@en"
wd:P1050¤schema1:description¤1¤"""any state relevant to the health of an organism, including diseases and positive conditions""@en"
wd:P1050¤schema1:name¤1¤"""medical condition""@en"
wd:P1050¤wikibase:claim¤1¤p:P1050
wd:P1050¤wikibase:directClaim¤1¤wdt:P1050
wd:P1050¤wikibase:novalue¤1¤wdno:P1050
wd:P1050¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P1050¤wikibase:qualifier¤1¤pq:P1050
wd:P1050¤wikibase:qualifierValue¤1¤pqv:P1050
wd:P1050¤wikibase:reference¤1¤pr:P1050
wd:P1050¤wikibase:referenceValue¤1¤prv:P1050
wd:P1050¤wikibase:statementProperty¤1¤ps:P1050
wd:P1050¤wikibase:statementValue¤1¤psv:P1050
wd:P1050¤skos:prefLabel¤1¤"""medical condition""@en"
wd:P10553¤a¤1¤wikibase:Property
wd:P10553¤rdfs:label¤1¤"""IxTheo authority ID""@en"
wd:P10553¤schema1:description¤1¤"""identifier for a person or an organization in the Index Theologicus (IxTheo)""@en"
wd:P10553¤schema1:name¤1¤"""IxTheo authority ID""@en"
wd:P10553¤wikibase:claim¤1¤p:P10553
wd:P10553¤wikibase:directClaim¤1¤wdt:P10553
wd:P10553¤wikibase:directClaimNormalized¤1¤wdtn:P10553
wd:P10553¤wikibase:novalue¤1¤wdno:P10553
wd:P10553¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10553¤wikibase:qualifier¤1¤pq:P10553
wd:P10553¤wikibase:qualifierValue¤1¤pqv:P10553
wd:P10553¤wikibase:qualifierValueNormalized¤1¤pqn:P10553
wd:P10553¤wikibase:reference¤1¤pr:P10553
wd:P10553¤wikibase:referenceValue¤1¤prv:P10553
wd:P10553¤wikibase:referenceValueNormalized¤1¤prn:P10553
wd:P10553¤wikibase:statementProperty¤1¤ps:P10553
wd:P10553¤wikibase:statementValue¤1¤psv:P10553
wd:P10553¤wikibase:statementValueNormalized¤1¤psn:P10553
wd:P10553¤skos:prefLabel¤1¤"""IxTheo authority ID""@en"
wd:P10565¤a¤1¤wikibase:Property
wd:P10565¤rdfs:label¤1¤"""Encyclopedia of China (Third Edition) ID""@en"
wd:P10565¤schema1:description¤1¤"""identifier for an article in the online version of Encyclopedia of China (Third Edition)""@en"
wd:P10565¤schema1:name¤1¤"""Encyclopedia of China (Third Edition) ID""@en"
wd:P10565¤wikibase:claim¤1¤p:P10565
wd:P10565¤wikibase:directClaim¤1¤wdt:P10565
wd:P10565¤wikibase:directClaimNormalized¤1¤wdtn:P10565
wd:P10565¤wikibase:novalue¤1¤wdno:P10565
wd:P10565¤wikibase:propertyType¤1¤wikibase:ExternalId
wd:P10565¤wikibase:qualifier¤1¤pq:P10565
wd:P10565¤wikibase:qualifierValue¤1¤pqv:P10565
wd:P10565¤wikibase:qualifierValueNormalized¤1¤pqn:P10565
wd:P10565¤wikibase:reference¤1¤pr:P10565
wd:P10565¤wikibase:referenceValue¤1¤prv:P10565
wd:P10565¤wikibase:referenceValueNormalized¤1¤prn:P10565
wd:P10565¤wikibase:statementProperty¤1¤ps:P10565
wd:P10565¤wikibase:statementValue¤1¤psv:P10565
wd:P10565¤wikibase:statementValueNormalized¤1¤psn:P10565
wd:P10565¤skos:prefLabel¤1¤"""Encyclopedia of China (Third Edition) ID""@en"
wd:P106¤a¤1¤wikibase:Property
wd:P106¤rdfs:label¤1¤"""occupation""@en"
wd:P106¤schema1:description¤1¤"""occupation of a person; see also \""field of work\"" (Property:P101), \""position held\"" (Property:P39)""@en"
wd:P106¤schema1:name¤1¤"""occupation""@en"
wd:P106¤wikibase:claim¤1¤p:P106
wd:P106¤wikibase:directClaim¤1¤wdt:P106
wd:P106¤wikibase:novalue¤1¤wdno:P106
wd:P106¤wikibase:propertyType¤1¤wikibase:WikibaseItem
wd:P106¤wikibase:qualifier¤1¤pq:P106
wd:P106¤wikibase:qualifierValue¤1¤pqv:P106
wd:P106¤wikibase:reference¤1¤pr:P106
wd:P106¤wikibase:referenceValue¤1¤prv:P106
